Date,High,Low,Open,Close,Volume,Adj Close
1990-01-02,4.5625,4.5,4.5625,4.5625,1388000.0,1.3133418560028076
1990-01-03,4.53125,4.484375,4.53125,4.5,2979200.0,1.2953505516052246
1990-01-04,4.484375,4.34375,4.484375,4.390625,3014400.0,1.2638663053512573
1990-01-05,4.40625,4.28125,4.40625,4.328125,4585600.0,1.2458754777908325
1990-01-08,4.3125,4.203125,4.3125,4.25,8185600.0,1.223386526107788
1990-01-09,4.25,4.140625,4.25,4.203125,2710400.0,1.2098935842514038
1990-01-10,4.25,4.171875,4.1875,4.234375,5092800.0,1.218888282775879
1990-01-11,4.296875,4.25,4.25,4.265625,3532000.0,1.227884292602539
1990-01-12,4.265625,4.171875,4.25,4.171875,2315200.0,1.2008978128433228
1990-01-15,4.21875,4.171875,4.203125,4.203125,1595200.0,1.2098935842514038
1990-01-16,4.265625,4.1875,4.1875,4.265625,4872000.0,1.227884292602539
1990-01-17,4.328125,4.265625,4.28125,4.28125,1694400.0,1.2323824167251587
1990-01-18,4.296875,4.25,4.265625,4.296875,3430400.0,1.2368799448013306
1990-01-19,4.3125,4.265625,4.296875,4.296875,4951200.0,1.2368799448013306
1990-01-22,4.3125,4.21875,4.3125,4.21875,1542400.0,1.2143914699554443
1990-01-23,4.265625,4.21875,4.21875,4.25,968000.0,1.223386526107788
1990-01-24,4.265625,4.21875,4.21875,4.234375,1544800.0,1.218888282775879
1990-01-25,4.25,4.21875,4.25,4.21875,1412800.0,1.2143914699554443
1990-01-26,4.25,4.203125,4.21875,4.234375,2711200.0,1.218888282775879
1990-01-29,4.234375,4.203125,4.234375,4.234375,1176000.0,1.218888282775879
1990-01-30,4.21875,4.125,4.203125,4.203125,1429600.0,1.2098935842514038
1990-01-31,4.265625,4.21875,4.21875,4.25,1316800.0,1.223386526107788
1990-02-01,4.25,4.1875,4.234375,4.21875,1403200.0,1.2143914699554443
1990-02-02,4.234375,4.203125,4.203125,4.21875,927200.0,1.2143914699554443
1990-02-05,4.25,4.1875,4.21875,4.1875,1413600.0,1.2053956985473633
1990-02-06,4.21875,4.1875,4.1875,4.21875,1007200.0,1.2143914699554443
1990-02-07,4.296875,4.1875,4.203125,4.296875,942400.0,1.2368799448013306
1990-02-08,4.3125,4.203125,4.28125,4.21875,1676000.0,1.2143914699554443
1990-02-09,4.265625,4.1875,4.25,4.234375,1153600.0,1.218888282775879
1990-02-12,4.234375,4.1875,4.234375,4.21875,702400.0,1.2143914699554443
1990-02-13,4.25,4.171875,4.234375,4.25,1529600.0,1.223386526107788
1990-02-14,4.296875,4.25,4.25,4.28125,845600.0,1.2323824167251587
1990-02-15,4.28125,4.25,4.265625,4.25,626400.0,1.223386526107788
1990-02-16,4.28125,4.25,4.28125,4.265625,989600.0,1.227884292602539
1990-02-20,4.234375,4.15625,4.234375,4.171875,1080000.0,1.2008978128433228
1990-02-21,4.203125,4.109375,4.125,4.1875,7807200.0,1.2053956985473633
1990-02-22,4.09375,4.0625,4.078125,4.0625,3148800.0,1.1896556615829468
1990-02-23,4.078125,4.03125,4.046875,4.0625,3872800.0,1.1896556615829468
1990-02-26,4.109375,4.03125,4.0625,4.109375,4744800.0,1.2033822536468506
1990-02-27,4.125,4.0625,4.09375,4.078125,1940000.0,1.194230556488037
1990-02-28,4.125,4.078125,4.09375,4.109375,1308800.0,1.2033822536468506
1990-03-01,4.140625,4.09375,4.09375,4.140625,1053600.0,1.212533712387085
1990-03-02,4.1875,4.140625,4.15625,4.171875,676000.0,1.2216840982437134
1990-03-05,4.15625,4.125,4.15625,4.125,1664000.0,1.2079576253890991
1990-03-06,4.140625,4.09375,4.09375,4.140625,2275200.0,1.212533712387085
1990-03-07,4.15625,4.109375,4.140625,4.125,568800.0,1.2079576253890991
1990-03-08,4.140625,4.09375,4.140625,4.125,915200.0,1.2079576253890991
1990-03-09,4.140625,4.109375,4.109375,4.125,1016800.0,1.2079576253890991
1990-03-12,4.15625,4.109375,4.109375,4.15625,2227200.0,1.217109203338623
1990-03-13,4.15625,4.109375,4.140625,4.125,1156000.0,1.2079576253890991
1990-03-14,4.15625,4.109375,4.125,4.15625,852000.0,1.217109203338623
1990-03-15,4.171875,4.125,4.140625,4.140625,1404800.0,1.212533712387085
1990-03-16,4.140625,4.109375,4.140625,4.125,2047200.0,1.2079576253890991
1990-03-19,4.125,4.078125,4.125,4.109375,809600.0,1.2033822536468506
1990-03-20,4.109375,4.046875,4.078125,4.09375,686400.0,1.1988070011138916
1990-03-21,4.109375,4.046875,4.109375,4.046875,1237600.0,1.1850800514221191
1990-03-22,4.0625,3.984375,4.0625,4.03125,1391200.0,1.1805044412612915
1990-03-23,4.0625,4.015625,4.0625,4.03125,664000.0,1.1805044412612915
1990-03-26,4.0625,4.0,4.046875,4.03125,3773600.0,1.1805044412612915
1990-03-27,4.03125,3.984375,4.015625,4.03125,1042400.0,1.1805044412612915
1990-03-28,4.078125,4.0,4.015625,4.0625,2505600.0,1.1896556615829468
1990-03-29,4.078125,4.015625,4.0625,4.03125,820800.0,1.1805044412612915
1990-03-30,4.03125,3.96875,4.015625,4.015625,1339200.0,1.1759287118911743
1990-04-02,4.015625,3.96875,4.015625,4.0,1122400.0,1.1713539361953735
1990-04-03,4.078125,3.96875,4.0,4.015625,3593600.0,1.1759287118911743
1990-04-04,4.0625,4.015625,4.046875,4.03125,864800.0,1.1805044412612915
1990-04-05,4.0625,3.984375,4.03125,3.984375,888000.0,1.16677725315094
1990-04-06,4.015625,3.984375,4.0,4.015625,489600.0,1.1759287118911743
1990-04-09,4.0625,4.0,4.015625,4.015625,976000.0,1.1759287118911743
1990-04-10,4.015625,3.96875,4.015625,3.96875,512800.0,1.1622016429901123
1990-04-11,4.03125,3.953125,3.984375,4.03125,1752800.0,1.1805044412612915
1990-04-12,4.046875,4.0,4.015625,4.015625,586400.0,1.1759287118911743
1990-04-16,4.0625,3.984375,4.046875,4.0,1760800.0,1.1713539361953735
1990-04-17,4.015625,3.96875,3.984375,4.0,708800.0,1.1713539361953735
1990-04-18,4.015625,3.953125,4.0,3.96875,1274400.0,1.1622016429901123
1990-04-19,3.96875,3.90625,3.96875,3.9375,1047200.0,1.1530507802963257
1990-04-20,3.953125,3.828125,3.953125,3.84375,1782400.0,1.125597357749939
1990-04-23,3.859375,3.78125,3.84375,3.8125,876800.0,1.1164469718933105
1990-04-24,3.890625,3.828125,3.828125,3.84375,653600.0,1.125597357749939
1990-04-25,3.890625,3.8125,3.859375,3.828125,411200.0,1.1210218667984009
1990-04-26,3.84375,3.765625,3.84375,3.796875,715200.0,1.111870288848877
1990-04-27,3.8125,3.71875,3.765625,3.734375,1219200.0,1.0935678482055664
1990-04-30,3.734375,3.6875,3.734375,3.71875,1381600.0,1.0889925956726074
1990-05-01,3.796875,3.71875,3.734375,3.796875,1399200.0,1.111870288848877
1990-05-02,3.8125,3.75,3.796875,3.8125,1912000.0,1.1164469718933105
1990-05-03,3.828125,3.765625,3.8125,3.78125,896000.0,1.1072949171066284
1990-05-04,3.78125,3.734375,3.78125,3.765625,2115200.0,1.1027190685272217
1990-05-07,3.8125,3.75,3.75,3.796875,1108000.0,1.111870288848877
1990-05-08,3.90625,3.796875,3.796875,3.90625,1463200.0,1.1438993215560913
1990-05-09,3.921875,3.875,3.90625,3.921875,1368000.0,1.1484755277633667
1990-05-10,3.9375,3.90625,3.90625,3.9375,1525600.0,1.1530507802963257
1990-05-11,4.015625,3.921875,3.953125,4.015625,1314400.0,1.1759287118911743
1990-05-14,4.046875,4.0,4.015625,4.046875,1985600.0,1.1850800514221191
1990-05-15,4.046875,4.015625,4.03125,4.03125,1856800.0,1.1805044412612915
1990-05-16,4.046875,4.015625,4.03125,4.046875,1238400.0,1.1850800514221191
1990-05-17,4.0625,4.03125,4.03125,4.046875,1263200.0,1.1850800514221191
1990-05-18,4.046875,3.96875,4.046875,4.03125,1800000.0,1.1805044412612915
1990-05-21,4.03125,4.0,4.015625,4.03125,1749600.0,1.1805044412612915
1990-05-22,4.03125,3.9375,4.03125,4.03125,1475200.0,1.1805044412612915
1990-05-23,4.03125,3.953125,4.015625,4.015625,3572000.0,1.1759287118911743
1990-05-24,3.9375,3.875,3.9375,3.90625,1902400.0,1.1653012037277222
1990-05-25,3.90625,3.875,3.90625,3.875,1875200.0,1.1559792757034302
1990-05-29,3.90625,3.875,3.890625,3.890625,1148800.0,1.1606404781341553
1990-05-30,3.921875,3.890625,3.90625,3.90625,1288800.0,1.1653012037277222
1990-05-31,3.953125,3.90625,3.90625,3.953125,1603200.0,1.1792844533920288
1990-06-01,3.96875,3.9375,3.96875,3.953125,1608000.0,1.1792844533920288
1990-06-04,4.03125,3.921875,3.9375,4.015625,3388800.0,1.1979295015335083
1990-06-05,4.046875,4.0,4.0,4.015625,3587200.0,1.1979295015335083
1990-06-06,4.015625,3.953125,3.984375,3.96875,1568000.0,1.183945655822754
1990-06-07,4.015625,3.953125,4.0,3.984375,1260000.0,1.188607096672058
1990-06-08,3.984375,3.90625,3.984375,3.921875,1332800.0,1.1699626445770264
1990-06-11,3.96875,3.921875,3.9375,3.96875,894400.0,1.183945655822754
1990-06-12,3.984375,3.90625,3.984375,3.984375,2284800.0,1.188607096672058
1990-06-13,4.0,3.953125,4.0,3.953125,1915200.0,1.1792844533920288
1990-06-14,3.96875,3.9375,3.96875,3.96875,1442400.0,1.183945655822754
1990-06-15,3.96875,3.921875,3.921875,3.96875,1873600.0,1.183945655822754
1990-06-18,3.96875,3.890625,3.96875,3.890625,1879200.0,1.1606404781341553
1990-06-19,3.921875,3.890625,3.90625,3.890625,1991200.0,1.1606404781341553
1990-06-20,3.921875,3.890625,3.90625,3.90625,1205600.0,1.1653012037277222
1990-06-21,3.90625,3.875,3.890625,3.90625,908000.0,1.1653012037277222
1990-06-22,3.921875,3.828125,3.90625,3.828125,1646400.0,1.1419953107833862
1990-06-25,3.84375,3.765625,3.828125,3.796875,884800.0,1.132672905921936
1990-06-26,3.8125,3.78125,3.8125,3.78125,1067200.0,1.1280114650726318
