Date,High,Low,Open,Close,Volume,Adj Close
1990-01-02,5.40625,5.125,5.125,5.34375,730800.0,4.66383171081543
1990-01-03,5.375,5.25,5.375,5.28125,302000.0,4.609283447265625
1990-01-04,5.3125,5.21875,5.25,5.25,317600.0,4.582010269165039
1990-01-05,5.34375,5.28125,5.28125,5.34375,292000.0,4.66383171081543
1990-01-08,5.40625,5.28125,5.3125,5.375,191200.0,4.702104568481445
1990-01-09,5.46875,5.28125,5.40625,5.3125,241600.0,4.647429943084717
1990-01-10,5.34375,5.09375,5.28125,5.1875,336400.0,4.538077354431152
1990-01-11,5.1875,5.03125,5.1875,5.0625,480400.0,4.428725719451904
1990-01-12,5.0625,4.8125,5.03125,4.96875,506800.0,4.346713066101074
1990-01-15,5.125,4.9375,4.9375,5.09375,212400.0,4.456063747406006
1990-01-16,5.34375,5.09375,5.125,5.3125,166800.0,4.647429943084717
1990-01-17,5.375,5.25,5.34375,5.28125,197200.0,4.620090484619141
1990-01-18,5.28125,5.1875,5.25,5.28125,265200.0,4.620090484619141
1990-01-19,5.28125,5.21875,5.28125,5.25,346800.0,4.5927534103393555
1990-01-22,5.28125,5.1875,5.28125,5.1875,206800.0,4.538077354431152
1990-01-23,5.4375,5.0625,5.21875,5.40625,504800.0,4.729442596435547
1990-01-24,5.40625,5.21875,5.40625,5.375,660400.0,4.702104568481445
1990-01-25,5.4375,5.3125,5.34375,5.3125,510400.0,4.647429943084717
1990-01-26,5.34375,5.25,5.3125,5.28125,291600.0,4.620090484619141
1990-01-29,5.375,5.1875,5.3125,5.3125,417600.0,4.647429943084717
1990-01-30,5.3125,5.25,5.28125,5.28125,309600.0,4.620090484619141
1990-01-31,5.375,5.25,5.3125,5.3125,522000.0,4.647429943084717
1990-02-01,5.34375,5.1875,5.3125,5.25,787600.0,4.5927534103393555
1990-02-02,5.375,5.25,5.25,5.375,210000.0,4.702104568481445
1990-02-05,5.46875,5.375,5.375,5.4375,582800.0,4.75678014755249
1990-02-06,5.4375,5.40625,5.4375,5.4375,224800.0,4.75678014755249
1990-02-07,5.5625,5.40625,5.40625,5.5,650000.0,4.811455726623535
1990-02-08,5.59375,5.5,5.53125,5.53125,331600.0,4.838793754577637
1990-02-09,5.59375,5.5625,5.5625,5.59375,224400.0,4.89346981048584
1990-02-12,5.6875,5.59375,5.59375,5.6875,181600.0,4.9754838943481445
1990-02-13,5.6875,5.625,5.65625,5.65625,204400.0,4.948144912719727
1990-02-14,5.71875,5.65625,5.65625,5.65625,228000.0,4.948144912719727
1990-02-15,5.65625,5.625,5.65625,5.65625,715600.0,4.948144912719727
1990-02-16,5.65625,5.5625,5.625,5.5625,607600.0,4.866130828857422
